"url","create_date","title"
"https://github.com/brendano/ark-tweet-nlp",2011-07-15,"CMU ARK Twitter Part-of-Speech Tagger"
"https://github.com/pydata/pandas",2010-08-24,"Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more"
"https://github.com/zuhao/plotrb",2013-06-15,"A plotting library in Ruby built on top of Vega and D3."
"https://github.com/macourtney/Conjure",2009-06-01,"A Rails like framework for Clojure."
"https://github.com/hlship/cascade",2009-05-03,"Simple, fast, easy web applications in idiomatic Clojure."
"https://github.com/weavejester/compojure",2008-05-01,"A concise routing library for Ring/Clojure"
"https://github.com/brentp/methylcode",2010-01-28,"Alignment and Tabulation of BiSulfite Treated Reads"
"https://github.com/vangelisv/thea",2009-02-03,"OWL2 library for Prolog"
"https://github.com/itmat/circadb",2010-09-13,"Database of circadian rhythms"
"https://github.com/mmmikael/vlfeat",2009-05-18,"An open library of computer vision algorithms"
"https://github.com/kriszyp/multi-node",2010-06-15,"Multi-node provides launching of multiple NodeJS processes for TCP/HTTP serving"
"https://github.com/faircloth-lab/phyluce",2012-02-01,"phylogenetic inference from ultraconserved elements"
"https://github.com/faircloth-lab/illumiprocessor",2012-01-03,"pre-process illumina reads"
"https://github.com/sympy/sympy",2010-04-30,"A computer algebra system written in pure Python"
"https://github.com/ether/pad",2010-01-13,"Etherpad Open-Source Repository"
"https://github.com/NDN-Routing/ndnSIM",2012-06-01,"ndnSIM: NS-3 based NDN simulator"
"https://github.com/ekg/freebayes",2010-10-13,"Bayesian haplotype-based polymorphism discovery and genotyping."
"https://github.com/jstjohn/SeqPrep",2011-03-10,"Tool for stripping adaptors and/or merging paired reads with overlap into single reads."
"https://github.com/chapmanb/bcbb",2008-12-09,"Incubator for useful bioinformatics code, primarily in Python and R"
"https://github.com/sbotond/phylosim",2009-05-27,"An R package for the Monte Carlo simulation of sequence evolution"
"https://github.com/datagraph/rdfgrid",2010-03-28,"RDFgrid is a framework for batch-processing RDF data with Hadoop and Amazon Elastic MapReduce."
"https://github.com/jws7/CloudMonitor",2011-11-23,"Software based Energy Monitor for Cloud Computing - based on SIGAR"
"https://github.com/aritter/twitter_nlp",2011-07-16,"Twitter NLP Tools"
"https://github.com/netiru/apiblender",2012-02-10,"Interact easily with many Web services"
"https://github.com/tanghaibao/bio-pipeline",2010-04-27,"My collection of light bioinformatics analysis pipelines for specific tasks"
"https://github.com/grammarware/slps",2012-05-10,"Software Language Processing Suite"
"https://github.com/TiarkRompf/scala-virtualized",2010-08-16,"The Scala Programming Language: Virtualized"
"https://github.com/ankitrohatgi/WebPlotDigitizer",2010-09-25,"HTML5 based online tool to extract numerical data from plot images."
"https://github.com/brentp/gobe",2010-04-25,"a fast, interactive, light-weight, customizable, web-based comparative genomics viewer with simple text input format."
"https://github.com/apache/httpd",2009-05-20,"Mirror of Apache HTTP Server"
"https://github.com/brentp/combined-pvalues",2011-10-20,"combining p-values using modified stouffer-liptak for spatially correlated results (probes)"
"https://github.com/Vizzuality/GeoCAT",2010-06-16,"Red list assessment tool"
"https://github.com/AlexanderPanchenko/Serelex",2012-02-21,"A tool for semantic relation extraction. The program finds pairs of semantically related words based on the text definitions coming from the Wikipedia articles (other texts may be also used). The extraction method implemented in this system is based on three similarity measures (cosine, gloss overlap, and Karaulov's measure) between texts and two nearest-neighbor algorithms (KNN and Mutual KNN). The tool is a cross-platform console application."
"https://github.com/yihui/formatR",2010-11-16,"Format R Code Automatically"
"https://github.com/EBI-Metabolights/ISAcreatorPlugins",2011-10-03,"Plugins developed for use in the ISAcreator. They should be placed in a 'Plugins' directory in the ISAcreator build environment."
"https://github.com/quwubin/MFEprimer",2011-03-22,"MFEprimer-2.0: A fast thermodynamics-based program for checking PCR primer specificity"
"https://github.com/carhartl/jquery-cookie",2009-08-03,"A simple, lightweight jQuery plugin for reading, writing and deleting cookies"
"https://github.com/kobush/ManagedOpenNI",2010-12-16,"Managed wrapper for OpenNI libraries"
"https://github.com/lg/murder",2010-01-21,"Large scale server deploys using BitTorrent and the BitTornado library"
"https://github.com/joshua-decoder/joshua",2011-05-20,"Joshua Statistical Machine Translation Toolkit"
"https://github.com/hpiwowar/pypub",2010-05-15,"Python code for collecting and processing research data for biomedical bibliometric analysis"
"https://github.com/znag/bootRes",2012-02-13,"bootstrapped response and correlation functions in R"
"https://github.com/DisplayCast/OSX-IOS",2012-04-17,"DisplayCast port to OSX"
"https://github.com/ofTheo/ofxKinect",2010-11-12,"legacy openFrameworks wrapper for the xbox kinect (OF pre-0.8.0+ only) - ofxKinect is now included and is being maintained in OF releases"
"https://github.com/OpenKinect/libfreenect",2010-11-12,"Drivers and libraries for the Xbox Kinect device on WIndows, Linux, and OS X"
"https://github.com/wf4ever/ro-catalogue",2012-03-14,"A collection of ROs for development and testing"
"https://github.com/wf4ever/ro-manager",2011-08-23,"Research Object manager command line tool(s) and web service"
"https://github.com/cplaisier/miRvestigator_www",2010-10-23,"A web server version of the miRvestigator framework."
"https://github.com/gem/oq-engine",2010-06-28,"OpenQuake's Engine for Seismic Hazard and Risk Analysis"
"https://github.com/gem/opensha",2010-10-21,"Raw OpenSHA source code from USGS"
"https://github.com/micheldumontier/php-lib",2012-01-04,"A PHP utility library"
"https://github.com/cfedermann/Appraise",2011-10-23,"Appraise evaluation system for manual evaluation of machine translation output"
"https://github.com/ngscomparison/NGS-Benchtop-Comparison",2012-07-30,"Repository for scripts and data"
"https://github.com/devrkel/IPRStats",2010-06-01,"A statistical tool that eases the analysis of InterProScan results by generating charts and tables with links to additional information."
"https://github.com/JeffreyRacine/R-Package-np",2011-06-26,"R package np (Nonparametric Kernel Smoothing Methods for Mixed Data Types)"
"https://github.com/carlosp420/VoSeq",2012-03-09,"VoSeq is a database to store voucher and sequence data"
"https://github.com/lianqiw/maos",2010-10-28,"Multithreaded Adaptive Optics Simulator"
"https://github.com/PBR/Marker2Sequence",2012-04-12,"Explore QTL regions for candidate genes."
"https://github.com/PBR/gff2RDF",2011-11-10,"Convert the genome annotation of some crops into RDF"
"https://github.com/AlistairBoettiger/Image_Analysis",2011-01-31,"my Open Source image analysis code.  "
"https://github.com/mozilla/pjs",2012-01-27,"A git clone of mozilla-central, with full history."
"https://github.com/nikomatsakis/patpar",2012-01-27,"Java prototype of the Patient Parent model for parallel programming"
"https://github.com/PMBio/peer",2011-01-28,"A factor analysis package"
"https://github.com/tlozoot/experigen",2010-11-29,"A framework for creating linguistic experiments"
"https://github.com/azavea/numeric",2011-06-16,"Numeric trait for Scala which is specialized and has other improvements."
"https://github.com/shravanmn/Yahoo_LDA",2012-07-25,"Yahoo!'s topic modelling framework using Latent Dirichlet Allocation"
"https://github.com/cmader/qSKOS",2011-03-21,"Vocabulary quality assessment tools"
"https://github.com/loopasam/Brain",2012-09-12,"Library for biomedical knowledge manipulation"
"https://github.com/bio2rdf/bio2rdf-scripts",2011-10-14,"Scripts that Bio2RDF users have created to generate RDF versions of scientific datasets"
"https://github.com/trec-kba/kba-corpus",2012-07-06,"Tools for working with TREC KBA Corpora"
"https://github.com/gturco/find_cns",2011-02-09,"find conserved non-coding sequences (CNS)"
"https://github.com/ISA-tools/Risa",2011-03-07,"Risa allows to access metadata/data in ISA-tab format and builds Bioconductor data structures. Apart from parsing ISA-tab files, the package also provides functionality to save the ISA-tab dataset, or each of its individual files. Additionally, it is also possible to update assay files. Currently, metadata associated to proteomics and metabolomics-based assays (i.e. mass spectrometry) can be processed into an xcmsSet object (from the xcms R package)."
"https://github.com/alunny/pg-training",2010-06-16,"Tutorial materials for PhoneGap training"
"https://github.com/purplecabbage/SujiQ",2010-10-16,"Real App Demo using phonegap + glovebox + xui"
"https://github.com/basp-group/sopt",2013-02-22,"SOPT: Sparse OPTimisation."
"https://github.com/ucdavis-bioinformatics/scythe",2011-02-09,"A 3'-end adapter contaminant trimmer"
"https://github.com/ehec-outbreak-crowdsourced/BGI-data-analysis",2011-06-03,"assemblies, annotations, further analysis on sequenced strains from the EHEC outbreak"
"https://github.com/ash-dieback-crowdsource/data",2012-11-16,"Repository for crowd-sourced data from genomics analysis of the UK ash dieback (Chalara fraxinea) outbreak 2012"
"https://github.com/gsdlab/clafer",2011-01-21,"Clafer is a lightweight modeling language"
"https://github.com/gsdlab/ClaferConfigurator",2013-03-14,"An interactive, web-based, configurator for Clafer models."
"https://github.com/bhavanaananda/datafinder",2012-11-16,"DataFinder"
"https://github.com/jff/TeLLer",2013-01-23,"TeLLer is a collection of tools that explore the use of linear logic applied to narrative generation and story telling."
"https://github.com/ISA-tools/OntoMaton",2012-07-10,"OntoMaton facilitates ontology search and tagging functionalities within Google Spreadsheets."
"https://github.com/mbostock/topojson",2012-11-16,"An extension to GeoJSON that encodes topology."
"https://github.com/mbostock/us-atlas",2013-02-08,"Roll your own TopoJSON from the National Atlas and U.S. Census Bureau."
"https://github.com/livenson/vcdm",2010-12-15,"CDMI-Proxy provides CDMI-compliant proxy server to public cloud backends."
"https://github.com/redbo/cloudfuse",2009-02-03,"Filesystem (fuse) implemented on Mosso's Cloud Files"
"https://github.com/Attempto/ACE-in-GF",2011-12-14,"Attempto Controlled English in Grammatical Framework"
"https://github.com/eschulte/CiSE",2011-02-03,"short article introducing Org-mode's application to RR"
"https://github.com/apache/giraph",2011-08-28,"Mirror of Apache Giraph"
"https://github.com/xslogic/phoebus",2010-09-24,"Phoebus is a distributed framework for large scale graph processing written in Erlang."
"https://github.com/tblobaum/redis-graph",2012-08-09,"a graph database using redis sets"
"https://github.com/nvasudevan/sinbad",2012-04-30,"Search-Based grammar Ambiguity Detection (SinBAD)"
"https://github.com/tr4n2uil/cirrusbolt",2011-11-30,"2011 -- Service Computing Platform -- Foundation Engine"
"https://github.com/lspecia/QualityEstimation",2012-01-16,"WMT-2012 shared task on Quality Estimation"
"https://github.com/patscott/pippi",2012-04-20,"Pippi: parse it, plot it.  A program for operating on MCMC chains and related lists of samples from a function or distribution."
"https://github.com/saga-project/BigJob",2012-01-03,"SAGA-based Pilot-Job Implementation for Compute and Data"
"https://github.com/adamilab/eos",2013-02-27,"Evolution of Swarming platform with predator confusion implemented."
"https://github.com/adamilab/eos-data",2013-02-02,"Data for the paper, ""Predator confusion is sufficient to evolve swarming behavior."""
"https://github.com/cfedermann/mt-serverland",2010-07-19,"Open Server Architecture for Machine Translation"
"https://github.com/tinkerpop/blueprints",2010-02-08,"A Property Graph Model Interface"
"https://github.com/OpenNI/OpenNI",2010-12-08,"OpenNI"
"https://github.com/yihui/animation",2010-11-16,"A gallery of animations in statistics and utilities to create animations"
"https://github.com/Flamefork/fleet",2009-12-28,"Templating System for Clojure"
"https://github.com/cgrand/enlive",2009-01-18,"a selector-based (à la CSS) templating and transformation system for Clojure"
"https://github.com/semsol/arc2",2010-10-12,"ARC RDF Classes for PHP"
"https://github.com/cmader/qSKOS4rb",2012-02-22,"qSKOS version for ruby"
"https://github.com/eagereyes/ParVisMT",2010-01-16,"Multi-touch interaction for brushing in Parallel Coordinates"
"https://github.com/richfitz/diversitree",2012-03-20,"diversitree: comparative phylogenetic analyses of diversification"
"https://github.com/befdata/befdata",2012-04-17,"the befdata portal"
"https://github.com/nimbusproject/nimbus",2009-09-29,"Nimbus - Open Source Cloud Computing Software - 100% Apache2 licensed"
"https://github.com/mlangill/microbedb",2011-01-06,"Provides a local database of in-house and published genomes for Bacteria and Archaea from NCBI"
"https://github.com/johang88/haskellinjavascript",2010-02-16,"A haskell interpreter in javascript"
"https://github.com/vladimirias/Foundations",2010-10-04,"Development of the univalent foundations of mathematics in Coq"
"https://github.com/dongourley/fedora_rest",2010-05-20,"Drupal module providing a programming interface to invoke Fedora Commons REST methods"
"https://github.com/robmonie/jquery-week-calendar",2010-01-26,"Now actively maintained in the following fork - https://github.com/themouette/jquery-week-calendar"
"https://github.com/kyeongsoo/inet-hnrl",2009-05-06,"INET with various PON and WLAN mesh protocols"
"https://github.com/sabel83/mpllibs",2010-05-28,"C++ template metaprogramming library collection"
"https://github.com/weecology/METE",2011-11-11,"Software for fitting and testing John Harte and colleagues' Maximum Entropy Theory of Ecology."
"https://github.com/commonsense/conceptnet5",2011-09-21,"Code for building ConceptNet from raw data."
"https://github.com/weecology/white-etal-2012-ecology",2012-04-12,"Code for replicating ""Characterizing species-abundance distributions across taxa and ecosystems using a simple maximum entropy model"" by Ethan P. White, Katherine M. Thibault, and Xiao Xiao"
"https://github.com/szabyg/VIE",2011-05-06,"RDFa - Backbone.js bridge"
"https://github.com/bergie/create",2011-11-01,"Midgard Create, a generic web editing interface for any CMS"
"https://github.com/cjcliffe/CubicVR",2011-05-03,"CubicVR 3D Engine, C++ version"
"https://github.com/jashkenas/coffee-script",2009-12-18,"Unfancy JavaScript"
"https://github.com/Khan/khan-exercises",2011-05-09,"A  framework for building exercises to work with Khan Academy."
"https://github.com/vkaravir/JSAV",2011-06-20,"JavaScript Algorithm Visualization library"
"https://github.com/metashare/META-SHARE",2012-03-07,"Public repository of the META-SHARE software"
"https://github.com/avin2/SensorKinect",2010-12-08,"PrimeSensor Modules for OpenNI"
"https://github.com/CarlosRodrigues/RestfulBenchmark",2011-01-25,"Android Application created for measuring XML and JSON parsing on restful webservices"
"https://github.com/jeresig/processing-js",2008-05-12,"A port of the Processing visualization language to JavaScript."
"https://github.com/mjsuhonos/mytpl",2010-05-21,"Location-aware Mobile Search using PHP-YAZ and IUI"
"https://github.com/tjhladish/EpiFire",2010-01-25,"A fast C++ API for simulating the spread of epidemics on contact networks."
"https://github.com/grierj/range",2011-11-22,"Hostname and cluster manipulation libraries."
"https://github.com/saltstack/salt",2011-02-20,"Central system and configuration manager "
"https://github.com/poldrack/openfmri",2011-07-26,"code related to the OpenFMRI project"
"https://github.com/jhclark/multeval",2011-04-18,"Easy Bootstrap Resampling and Approximate Randomization for BLEU, METEOR, and TER using Multiple Optimizer Runs. This implements ""Better Hypothesis Testing for Statistical Machine Translation: Controlling for Optimizer Instability"" from ACL 2011."
"https://github.com/wf4ever/scufl2-wfdesc",2012-01-18,"Convert from Scufl2 to wfdesc from Wf4Ever RO ontology"
"https://github.com/adaptivegenome/repeatseq",2012-04-22,"Accurate microsatellite genotypes from high-throughput resequencing data"
"https://github.com/JeffreyRacine/R-Package-crs",2011-06-23,"R package crs (Categorical Regression Splines)"
"https://github.com/zhenkai/vkey",2012-10-03,"key verification code for NDN testbed "
"https://github.com/nlathia/TriggerManager",2012-10-08,"Android library for sensor-based notifications"
"https://github.com/patvarilly/DNACC",2012-05-30,"Python module for calculating DNACC interaction potentials and binding details"
"https://github.com/facebook/scribe",2009-04-02,"Scribe is a server for aggregating log data streamed in real time from a large number of servers."
"https://github.com/chandranorth/RTSPM",2012-12-04,"Real Time Scanning Probe Microscopy Interface"
"https://github.com/openstack/nova",2010-07-22,"OpenStack Compute (Nova)"
"https://github.com/joaks1/dpp-msbayes",2013-08-14,"A modification of the comparative phylogeographic method, msBayes"
"https://github.com/olafur/mixim",2011-01-28,"A branch of mixim that supports dynamic creation/destruction of nodes, importing of external mobility traces and multiple controllable radios per mobile node."
"https://github.com/svrnm/parallelGBC",2012-03-09,"Parallel Groebner Basis Computation"
"https://github.com/twitter/flockdb",2010-04-12,"A distributed, fault-tolerant graph database"
"https://github.com/Dinahmoe/tuna",2012-11-07,"An audio effects library for Web Audio, made by www.dinahmoe.com"
"https://github.com/nrsalinas/2matrix",2013-05-24,"A utility for merging and translating phylogenetic datasets "
"https://github.com/rdpeng/cachesweave",2009-02-04,"Tools for caching Sweave computations and storing them in key-value databases"
"https://github.com/wspr/magcode",2009-10-21,"Calculating the forces between magnets and coils and multipole magnet arrays"
"https://github.com/SachaEpskamp/semPlot",2012-09-11,"Path diagrams and visual analysis of various SEM packages' output"
"https://github.com/philchalmers/mirt",2012-02-03,"Multidimensional item response theory"
"https://github.com/jaked/ocamljs",2010-01-30,"Javascript back-end for OCamlc"
"https://github.com/nurv/BicaVM",2011-11-10,"Javascript implementation of JVM"
"https://github.com/lh3/bwa",2011-01-14,"Burrow-Wheeler Aligner"
"https://github.com/mongodb/mongo-ruby-driver",2009-01-15,"Ruby driver for MongoDB"
"https://github.com/mongodb/mongo-python-driver",2009-01-15,"PyMongo - the Python driver for MongoDB"
"https://github.com/erilllab/scnRCA",2013-02-07,"scnRCA: a self-consistent codon adaptation index with implicit normalization for mutational bias"
"https://github.com/ISA-tools/graph2tab",2011-03-31,"This package is a generic implementation of a method for producing spreadsheets out of pipeline graphs. It is based on the computation of the minimum flow from all the sources to all the sink nodes, having set at 1 the lower bound for all the experimental workflow arcs (and no upper bound, i.e. capacity) restrictions."
"https://github.com/edumbill/doap",2009-05-13,"RDF schema for describing software projects"
"https://github.com/square/cube",2011-09-12,"Cube: A system for time series visualization."
"https://github.com/nadaoneal/gapps_python_whatever",2010-08-12,"Random python scripts I use for our EDU ""Google Apps for Your Domain"""
"https://github.com/Ecogenomics/APP",2012-03-16,"Ace Pyrotag Pipeline - wrapper for QIIME and R - interfaces with PyroDB"
"https://github.com/JUrban/BliStr",2013-01-05,"BliStr system"
"https://github.com/ninjin/simsem",2011-02-16,"Semantic Category Disambiguation using SimString, large lexical resources and LibLinear"
"https://github.com/jucovschi/etherpad-lite",2012-02-22,"An Etherpad based on node.js - Our goal is to make collaborative editing the standard on the web"
"https://github.com/cory-ko/KBWS",2010-10-29,"Keio Bioinformatics Web Service (an EMBASSY package for accessing popular bioinformatics web services)"
"https://github.com/nhansen/Shimmer",2012-10-02,"Shimmer is a software package for the characterization of genetic differences between two very similar samples, e.g., a tumor sample and its matched normal tissue sample."
"https://github.com/quicklizard99/cheddar",2012-04-13,"Analysis and visualisation of ecological communities in R"
"https://github.com/elacin/PDFExtract",2010-04-28,"my take at a PDF text extraction utility"
"https://github.com/iPlantCollaborativeOpenSource/TNRS",2011-06-10,"The Taxonomic Name Resolution Service is a free utility for correcting and standardizing plant names."
"https://github.com/seomoz/dragnet",2012-06-20,"Just the facts -- web page content extraction"
"https://github.com/mn200/CFL-HOL",2012-02-29,"Theory of Context-Free Languages in HOL"
"https://github.com/riverlee/MitoSeek",2012-12-06,"Seeking information like heteroplasmy, structure variants, etc. on  Mitochondrial genome from next generation sequencing"
"https://github.com/jboulon/Honu",2010-03-18,"Honu is a large scale data collection and processing pipeline"
"https://github.com/tinkerpop/gremlin",2009-11-20,"A Graph Traversal Language"
"https://github.com/alfredas/AgentSpring",2011-06-17,"Agent Based Modeling framework based on Spring and Neo4J"
"https://github.com/awysocki/C2DM-PhoneGap",2011-06-03,"PhoneGap plugin for Google C2DM"
"https://github.com/edsu/pymarc",2009-11-11,"process MARC records from Python"
"https://github.com/jermnelson/Discover-Aristotle",2011-07-23,"A Django-based bibliographic, repository, and access framework for building cataloging applications. Project documentation available at"
"https://github.com/jorgegarcia/UnityOSC",2010-12-30,"Open Sound Control (OSC) C# classes interface for the Unity3d game engine"
"https://github.com/rincedd/largenet2",2012-08-29,"C++ library for large dynamic network simulation"
"https://github.com/shoaibkamil/asp",2010-10-18,"ASP: A SEJITS Implementation for Python"
"https://github.com/tantalor/user-agent-entropy",2012-04-23,"A Chrome Extension that adds entropy to your User Agent headers. "
"https://github.com/dill/Distance",2012-03-16,"Simple distance sampling analysis"
"https://github.com/nevrenato/Hets_Fork",2012-09-18,"A new branch of Hets, where I extend it with new functionalities, in the context of my Thesis"
"https://github.com/elhart/HelloWorld",2013-02-24,"pdnet usi display app template."
"https://github.com/mpi2/PhenotypeArchive",2012-11-21,"EMBL-EBI Knockout mouse Phenotype archive database, pipelines and web application"
"https://github.com/scalien/keyspace",2010-04-14,"Keyspace is a consistently replicated, fault-tolerant key-value store."
"https://github.com/biocoder/SBEToolbox",2013-08-06,"SBEToolbox (Systems Biology and Evolution Toolbox) is developed in MATLAB as a menu-driven UI software to determine various statistics of the biological network."
"https://github.com/tomayac/wikipedia-irc",2012-10-05,"Try to spot new trends based on Wikipedia live edit spikes"
"https://github.com/spacocha/Distribution-based-clustering",2012-12-27,"Extremely accurate algorithm used to group DNA sequences from microbial communities into operational taxonomic units (proxy for species) for ecological or biomedical research. This algorithm uses the information contained in the distribution of DNA sequences across samples along with sequence similarity to cluster sequences more accurately than other methods that are currently available. Developed for Illumina next-generation sequencing libraries, but applicable to any sequencing platform with sufficient number of counts per sample to infer distribution patterns."
"https://github.com/aemoncannon/ensime",2010-03-25,"ENhanced Scala Interaction Mode for Emacs"
"https://github.com/CONNJUR/CONNJUR-Sandbox",2012-11-16,"The aim of CONNJUR-Sandbox is to exemplify the power of functional and dynamic languages applied to a broad range of data mining problems."
"https://github.com/scalatra/scalatra",2009-05-31,"Tiny Scala high-performance, async web framework, inspired by Sinatra"
"https://github.com/jessealama/tptp4mizar",2012-02-28,"Theories in proofs, in TPTP and Mizar"
"https://github.com/nathanhaigh/ngs_workshop",2012-09-24,"A Next Generation Sequencing (NGS) Workshop developed by Bioplatforms Australia (BPA), CSIRO Bioinformatics Core and the EBI."
"https://github.com/Vayu/PJFry",2011-02-28,"PJFry - library for one-loop tensor integrals"
"https://github.com/idiap/bob",2012-02-01,"Bob is a free signal-processing and machine learning toolbox originally developed by the Biometrics group at Idiap Research Institute, in Switzerland."
"https://github.com/anthonyu/Sizzle",2010-11-05,"A compiler and runtime for Google's Sawzall language, optimized for Hadoop"
"https://github.com/2b-as/xgoldmon",2013-01-24,"Convert log messages by phones with XGold baseband processor back to GSM/UMTS radio messages"
"https://github.com/pragma-/networklog",2012-05-22,"Android Network Log Monitor"
"https://github.com/antolikjan/Mozaik",2011-09-06,"High-level spiking model definition and workflow framework"
"https://github.com/semin/ulla",2008-11-07,"A new ESST generator"
"https://github.com/jbeard4/SCION",2011-06-08,"StateCharts Interpretation and Optimization eNgine"
"https://github.com/rperezperez/modeler",2013-05-27,"Repositorio de Modelos"
